Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,28.950000762939453,29.082500457763672,28.690000534057617,29.037500381469727,26.952707290649414,115127600
2017-01-04,28.962499618530273,29.127500534057617,28.9375,29.0049991607666,26.922542572021484,84472400
2017-01-05,28.979999542236328,29.21500015258789,28.952499389648438,29.15250015258789,27.059450149536133,88774400
2017-01-06,29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344,27.361114501953125,127007600
2017-01-09,29.487499237060547,29.857500076293945,29.485000610351562,29.747499465942383,27.611736297607422,134247600
2017-01-10,29.6924991607666,29.844999313354492,29.575000762939453,29.77750015258789,27.639577865600586,97848400
2017-01-11,29.684999465942383,29.982500076293945,29.649999618530273,29.9375,27.788089752197266,110354400
2017-01-12,29.725000381469727,29.825000762939453,29.552499771118164,29.8125,27.672069549560547,108344800
2017-01-13,29.77750015258789,29.905000686645508,29.702499389648438,29.760000228881836,27.62333869934082,104447600
2017-01-17,29.584999084472656,30.059999465942383,29.55500030517578,30.0,27.846107482910156,137759200
2017-01-18,30.0,30.125,29.927499771118164,29.997499465942383,27.843786239624023,94852000
2017-01-19,29.850000381469727,30.022499084472656,29.842500686645508,29.94499969482422,27.795047760009766,102389200
2017-01-20,30.112499237060547,30.112499237060547,29.9325008392334,30.0,27.846107482910156,130391600
2017-01-23,30.0,30.202499389648438,29.9424991607666,30.020000457763672,27.86466407775879,88200800
2017-01-24,29.887500762939453,30.024999618530273,29.875,29.99250030517578,27.839143753051758,92844000
2017-01-25,30.104999542236328,30.524999618530273,30.06999969482422,30.469999313354492,28.282358169555664,129510400
2017-01-26,30.417499542236328,30.610000610351562,30.399999618530273,30.485000610351562,28.296283721923828,105350400
2017-01-27,30.53499984741211,30.587499618530273,30.399999618530273,30.487499237060547,28.29859733581543,82251600
2017-01-30,30.232500076293945,30.407499313354492,30.165000915527344,30.407499313354492,28.224346160888672,121510000
2017-01-31,30.287500381469727,30.34749984741211,30.155000686645508,30.337499618530273,28.15937042236328,196804000
2017-02-01,31.75749969482422,32.622501373291016,31.752500534057617,32.1875,29.876550674438477,447940000
2017-02-02,31.9950008392334,32.34749984741211,31.94499969482422,32.13249969482422,29.82549476623535,134841600
2017-02-03,32.07749938964844,32.29750061035156,32.040000915527344,32.27000045776367,29.953126907348633,98029200
2017-02-06,32.282501220703125,32.625,32.224998474121094,32.5724983215332,30.233905792236328,107383600
2017-02-07,32.6349983215332,33.022499084472656,32.61249923706055,32.88249969482422,30.521652221679688,152735200
2017-02-08,32.837501525878906,33.05500030517578,32.80500030517578,33.0099983215332,30.63998794555664,92016400
2017-02-09,32.912498474121094,33.11249923706055,32.779998779296875,33.10499954223633,30.861398696899414,113399600
2017-02-10,33.1150016784668,33.23500061035156,33.01250076293945,33.029998779296875,30.791492462158203,80262000
2017-02-13,33.27000045776367,33.45500183105469,33.1875,33.3224983215332,31.064159393310547,92141600
2017-02-14,33.36750030517578,33.772499084472656,33.3125,33.755001068115234,31.467348098754883,132904800
2017-02-15,33.880001068115234,34.067501068115234,33.654998779296875,33.877498626708984,31.581541061401367,142492400
2017-02-16,33.91749954223633,33.974998474121094,33.709999084472656,33.837501525878906,31.54425811767578,90338400
2017-02-17,33.775001525878906,33.95750045776367,33.775001525878906,33.93000030517578,31.6304931640625,88792800
2017-02-21,34.057498931884766,34.1875,33.994998931884766,34.17499923706055,31.85887908935547,98028800
2017-02-22,34.10749816894531,34.279998779296875,34.02750015258789,34.27750015258789,31.954439163208008,83347600
2017-02-23,34.345001220703125,34.369998931884766,34.07500076293945,34.13249969482422,31.81926155090332,83152800
2017-02-24,33.977500915527344,34.165000915527344,33.81999969482422,34.165000915527344,31.849563598632812,87106400
2017-02-27,34.28499984741211,34.36000061035156,34.06999969482422,34.23249816894531,31.912487030029297,81029600
2017-02-28,34.27000045776367,34.36000061035156,34.17499923706055,34.247501373291016,31.926471710205078,93931600
2017-03-01,34.47249984741211,35.037498474121094,34.400001525878906,34.9474983215332,32.57902526855469,145658400
2017-03-02,35.0,35.06999969482422,34.689998626708984,34.7400016784668,32.385589599609375,104844000
2017-03-03,34.69499969482422,34.95750045776367,34.647499084472656,34.94499969482422,32.576698303222656,84432400
2017-03-06,34.842498779296875,34.942501068115234,34.650001525878906,34.834999084472656,32.474159240722656,87000000
2017-03-07,34.76499938964844,34.994998931884766,34.6974983215332,34.880001068115234,32.516117095947266,69785200
2017-03-08,34.73749923706055,34.95000076293945,34.70500183105469,34.75,32.39491653442383,74828800
2017-03-09,34.685001373291016,34.6974983215332,34.26250076293945,34.66999816894531,32.32034683227539,88623600
2017-03-10,34.8125,34.84000015258789,34.65999984741211,34.78499984741211,32.42753982543945,78451200
2017-03-13,34.712501525878906,34.85749816894531,34.70500183105469,34.79999923706055,32.4415283203125,69686800
2017-03-14,34.82500076293945,34.912498474121094,34.709999084472656,34.747501373291016,32.3925895690918,61236400
2017-03-15,34.852500915527344,35.1875,34.75749969482422,35.1150016784668,32.735172271728516,102767200
2017-03-16,35.18000030517578,35.255001068115234,35.064998626708984,35.17250061035156,32.78878402709961,76928000
2017-03-17,35.25,35.25,34.97249984741211,34.997501373291016,32.625640869140625,175540000
2017-03-20,35.099998474121094,35.375,35.057498931884766,35.3650016784668,32.968238830566406,86168000
2017-03-21,35.52750015258789,35.70000076293945,34.932498931884766,34.959999084472656,32.59069061279297,158119600
2017-03-22,34.962501525878906,35.400001525878906,34.939998626708984,35.35499954223633,32.95890808105469,103440800
2017-03-23,35.314998626708984,35.39500045776367,35.15250015258789,35.22999954223633,32.84238815307617,81385200
2017-03-24,35.375,35.435001373291016,35.087501525878906,35.15999984741211,32.777130126953125,89582400
2017-03-27,34.84749984741211,35.30500030517578,34.654998779296875,35.220001220703125,32.83306121826172,94300400
2017-03-28,35.227500915527344,36.0099983215332,35.154998779296875,35.95000076293945,33.51359558105469,133499200
2017-03-29,35.91999816894531,36.122501373291016,35.79750061035156,36.029998779296875,33.58816909790039,116760000
2017-03-30,36.04750061035156,36.125,35.875,35.98249816894531,33.54386901855469,84829200
2017-03-31,35.93000030517578,36.067501068115234,35.752498626708984,35.915000915527344,33.48096466064453,78646800
2017-04-03,35.9275016784668,36.029998779296875,35.76250076293945,35.92499923706055,33.490291595458984,79942800
2017-04-04,35.8125,36.22249984741211,35.79249954223633,36.192501068115234,33.73965072631836,79565600
2017-04-05,36.05500030517578,36.3650016784668,35.95249938964844,36.005001068115234,33.56486129760742,110871600
2017-04-06,36.0724983215332,36.130001068115234,35.86249923706055,35.915000915527344,33.48096466064453,84596000
2017-04-07,35.932498931884766,36.04499816894531,35.817501068115234,35.834999084472656,33.4063720703125,66688800
2017-04-10,35.900001525878906,35.970001220703125,35.724998474121094,35.79249954223633,33.36674880981445,75733600
2017-04-11,35.73500061035156,35.837501525878906,35.01499938964844,35.407501220703125,33.007850646972656,121517600
2017-04-12,35.400001525878906,35.537498474121094,35.252498626708984,35.45000076293945,33.04747772216797,81400000
2017-04-13,35.477500915527344,35.595001220703125,35.26250076293945,35.26250076293945,32.8726806640625,71291600
2017-04-17,35.369998931884766,35.470001220703125,35.217498779296875,35.45750045776367,33.054466247558594,66328400
2017-04-18,35.352500915527344,35.5099983215332,35.27750015258789,35.29999923706055,32.90763854980469,58790000
2017-04-19,35.470001220703125,35.5,35.11249923706055,35.16999816894531,32.78644561767578,69313600
2017-04-20,35.30500030517578,35.72999954223633,35.290000915527344,35.61000061035156,33.19663619995117,93278400
2017-04-21,35.61000061035156,35.66999816894531,35.462501525878906,35.567501068115234,33.15700149536133,69283600
2017-04-24,35.875,35.98749923706055,35.79499816894531,35.90999984741211,33.47630310058594,68537200
2017-04-25,35.977500915527344,36.224998474121094,35.967498779296875,36.13249969482422,33.68372344970703,75486000
2017-04-26,36.11750030517578,36.150001525878906,35.845001220703125,35.91999816894531,33.48562240600586,80164800
2017-04-27,35.97999954223633,36.040000915527344,35.82749938964844,35.9474983215332,33.511253356933594,56985200
2017-04-28,36.022499084472656,36.07500076293945,35.817501068115234,35.912498474121094,33.4786262512207,83441600
2017-05-01,36.275001525878906,36.79999923706055,36.2400016784668,36.64500045776367,34.16148376464844,134411600
2017-05-02,36.8849983215332,37.022499084472656,36.709999084472656,36.877498626708984,34.37822341918945,181408800
2017-05-03,36.397499084472656,36.872501373291016,36.067501068115234,36.76499938964844,34.27335739135742,182788000
2017-05-04,36.630001068115234,36.78499984741211,36.45249938964844,36.63249969482422,34.14982986450195,93487600
2017-05-05,36.689998626708984,37.244998931884766,36.689998626708984,37.2400016784668,34.71615982055664,109310800
2017-05-08,37.25749969482422,38.42499923706055,37.25749969482422,38.252498626708984,35.660037994384766,195009600
2017-05-09,38.467498779296875,38.720001220703125,38.36249923706055,38.497501373291016,35.88844299316406,156521600
2017-05-10,38.407501220703125,38.48500061035156,38.02750015258789,38.314998626708984,35.71830749511719,103222800
2017-05-11,38.11249923706055,38.51750183105469,38.07749938964844,38.48749923706055,36.02720642089844,109020400
2017-05-12,38.67499923706055,39.10499954223633,38.66749954223633,39.025001525878906,36.530357360839844,130108000
2017-05-15,39.002498626708984,39.162498474121094,38.76250076293945,38.92499923706055,36.43674087524414,104038800
2017-05-16,38.98500061035156,39.01499938964844,38.68000030517578,38.86750030517578,36.38291931152344,80194000
2017-05-17,38.400001525878906,38.64250183105469,37.4275016784668,37.5625,35.161338806152344,203070800
2017-05-18,37.817501068115234,38.334999084472656,37.782501220703125,38.1349983215332,35.69725036621094,134272800
2017-05-19,38.345001220703125,38.494998931884766,38.157501220703125,38.26499938964844,35.81893539428711,107843200
2017-05-22,38.5,38.64500045776367,38.227500915527344,38.497501373291016,36.03657150268555,91865600
2017-05-23,38.724998474121094,38.724998474121094,38.32749938964844,38.45000076293945,35.99211120605469,79675600
2017-05-24,38.459999084472656,38.54249954223633,38.16749954223633,38.334999084472656,35.88447189331055,76712000
2017-05-25,38.432498931884766,38.587501525878906,38.25749969482422,38.467498779296875,36.00848388671875,76942400
2017-05-26,38.5,38.560001373291016,38.32749938964844,38.40250015258789,35.947635650634766,87710400
2017-05-30,38.35499954223633,38.60749816894531,38.33250045776367,38.41749954223633,35.9616813659668,80507600
2017-05-31,38.49250030517578,38.54249954223633,38.095001220703125,38.189998626708984,35.74872970581055,97804800
2017-06-01,38.29249954223633,38.33250045776367,38.05500030517578,38.29499816894531,35.847015380859375,65616400
2017-06-02,38.39500045776367,38.86249923706055,38.22249984741211,38.86249923706055,36.37823486328125,111082800
2017-06-05,38.584999084472656,38.61249923706055,38.3650016784668,38.48249816894531,36.02252960205078,101326800
2017-06-06,38.474998474121094,38.95249938964844,38.44499969482422,38.61249923706055,36.144222259521484,106499600
2017-06-07,38.755001068115234,38.994998931884766,38.619998931884766,38.842498779296875,36.35951232910156,84278400
2017-06-08,38.8125,38.8849983215332,38.599998474121094,38.747501373291016,36.27059555053711,85003200
2017-06-09,38.79750061035156,38.79750061035156,36.505001068115234,37.244998931884766,34.864139556884766,259530800
2017-06-12,36.435001373291016,36.522499084472656,35.627498626708984,36.35499954223633,34.031036376953125,289229200
2017-06-13,36.790000915527344,36.86249923706055,36.287498474121094,36.647499084472656,34.304840087890625,136661600
2017-06-14,36.875,36.875,35.959999084472656,36.290000915527344,33.97019577026367,126124800
2017-06-15,35.83000183105469,36.119998931884766,35.5525016784668,36.0724983215332,33.76658248901367,128661600
2017-06-16,35.94499969482422,36.125,35.54999923706055,35.567501068115234,33.293861389160156,201444400
2017-06-19,35.915000915527344,36.685001373291016,35.915000915527344,36.584999084472656,34.2463264465332,130165600
2017-06-20,36.717498779296875,36.717498779296875,36.23500061035156,36.252498626708984,33.93507385253906,99600400
2017-06-21,36.380001068115234,36.51750183105469,36.15250015258789,36.467498779296875,34.13633346557617,85063200
2017-06-22,36.442501068115234,36.67499923706055,36.279998779296875,36.407501220703125,34.08017349243164,76425200
2017-06-23,36.282501220703125,36.790000915527344,36.27750015258789,36.56999969482422,34.23229217529297,141757600
2017-06-26,36.79249954223633,37.06999969482422,36.345001220703125,36.45500183105469,34.124637603759766,102769600
2017-06-27,36.252498626708984,36.540000915527344,35.904998779296875,35.932498931884766,33.63553237915039,99047600
2017-06-28,36.122501373291016,36.52750015258789,35.790000915527344,36.45750045776367,34.126976013183594,88329600
2017-06-29,36.1775016784668,36.282501220703125,35.56999969482422,35.91999816894531,33.62383270263672,125997600
2017-06-30,36.11249923706055,36.2400016784668,35.94499969482422,36.005001068115234,33.70341110229492,92096400
2017-07-03,36.220001220703125,36.32500076293945,35.775001525878906,35.875,33.58170700073242,57111200
2017-07-05,35.92250061035156,36.1974983215332,35.68000030517578,36.022499084472656,33.71977996826172,86278400
2017-07-06,35.755001068115234,35.875,35.602500915527344,35.682498931884766,33.40150451660156,96515200
2017-07-07,35.724998474121094,36.1875,35.724998474121094,36.04499816894531,33.7408447265625,76806800
2017-07-10,36.02750015258789,36.48749923706055,35.842498779296875,36.26499938964844,33.946781158447266,84362400
2017-07-11,36.182498931884766,36.462501525878906,36.095001220703125,36.38249969482422,34.056766510009766,79127200
2017-07-12,36.467498779296875,36.54499816894531,36.20500183105469,36.435001373291016,34.10592269897461,99538000
2017-07-13,36.375,37.122501373291016,36.36000061035156,36.942501068115234,34.580970764160156,100797600
2017-07-14,36.99250030517578,37.33250045776367,36.83250045776367,37.2599983215332,34.878173828125,80528400
2017-07-17,37.20500183105469,37.724998474121094,37.14250183105469,37.38999938964844,34.99986267089844,95174000
2017-07-18,37.29999923706055,37.532501220703125,37.16749954223633,37.52000045776367,35.12156295776367,71475200
2017-07-19,37.619998931884766,37.85499954223633,37.48749923706055,37.755001068115234,35.34154510498047,83692000
2017-07-20,37.875,37.935001373291016,37.54750061035156,37.584999084472656,35.18239974975586,68974800
2017-07-21,37.497501373291016,37.61000061035156,37.220001220703125,37.567501068115234,35.16602325439453,105010400
2017-07-24,37.64500045776367,38.11000061035156,37.474998474121094,38.022499084472656,35.59193801879883,85972800
2017-07-25,37.95000076293945,38.459999084472656,37.95000076293945,38.185001373291016,35.744041442871094,75415600
2017-07-26,38.337501525878906,38.48249816894531,38.26499938964844,38.3650016784668,35.91254425048828,63124000
2017-07-27,38.4375,38.497501373291016,36.82500076293945,37.63999938964844,35.23388671875,129905200
2017-07-28,37.47249984741211,37.557498931884766,37.29750061035156,37.375,34.98583984375,68854800
2017-07-31,37.474998474121094,37.58250045776367,37.032501220703125,37.182498931884766,34.805633544921875,79383600
2017-08-01,37.275001525878906,37.55500030517578,37.102500915527344,37.51250076293945,35.114532470703125,141474400
2017-08-02,39.81999969482422,39.9375,39.040000915527344,39.28499984741211,36.77372741699219,279747200
2017-08-03,39.26250076293945,39.3025016784668,38.755001068115234,38.89250183105469,36.40632247924805,108389200
2017-08-04,39.01750183105469,39.349998474121094,38.92250061035156,39.09749984741211,36.59822082519531,82239600
2017-08-07,39.26499938964844,39.72999954223633,39.16749954223633,39.70249938964844,37.16453552246094,87481200
2017-08-08,39.650001525878906,40.45750045776367,39.567501068115234,40.02000045776367,37.46175003051758,144823600
